isbn,title,author,year
9780446539260,True Compass: A Memoir,Edward M. Kennedy,2009
9780312936230,Ten Big Ones,Janet Evanovich,2004
9780007117150,Weaveworld,Clive Barker,1987
9780007325950,Dark Days,Derek Landy,2010
9780385683420,A Spool of Blue Thread,Anne Tyler,2015
9780670025480,May We Be Forgiven,A.M. Homes,2012
9780553283940,The Negotiator,Frederick Forsyth,1989
9780375760400,The Botany of Desire: A Plant's-Eye View of the World,Michael Pollan,2001
9780385517870,Rant: An Oral Biography of Buster Casey,Chuck Palahniuk,2007
9780399157560,The Bone Bed,Patricia Cornwell,2012
9780345463160,The Fourth Hand,John Irving,2001
9781455807050,The Perfect Hope,Nora Roberts,2012
9780140236230,Regeneration,Pat Barker,1991
9780930452900,Driving Miss Daisy,Alfred Uhry,1986
9780373210060,Inside Out,Maria V. Snyder,2010
9781416589650,The Other Hand,Chris Cleave,2008
9780451199930,A Caribbean Mystery,Agatha Christie,1964
9780307119390,I Was So Mad (Look-Look),Mercer Mayer,1983
9780380752850,For Love of Evil,Piers Anthony,1988
9780345483450,Summer Island,Kristin Hannah,2001
9780743453970,Executive Power,Vince Flynn,2003
9780843950500,"Dark Destiny (Carpathians, #13)",Christine Feehan,2004
9781439192990,Black List,Brad Thor,2012
9780439656240,Gregor and the Curse of the Warmbloods,Suzanne Collins,2005
9780425204660,The Laughing Corpse,Laurell K. Hamilton,1994
9780778314480,The Wanderer,Robyn Carr,2013
9781405915300,Daughter,Jane Shemilt,2014
9780143123230,The Silent Wife,A.S.A. Harrison,2013
9780061714310,Sandman Slim,Richard Kadrey,2009
9780060572980,"The Good, the Bad, and the Undead",Kim Harrison,2005
9780316002870,The Final Warning,James Patterson,2008
9780446696520,True Believer,Nicholas Sparks,2003
9781250014400,Fifth Grave Past the Light,Darynda Jones,2013
9780439791430,Gregor and the Code of Claw,Suzanne Collins,2007
9780674017730,A Theory of Justice,John Rawls,1971
9780441005830,Rose Daughter,Robin McKinley,1997
9780060758290,Shaman's Crossing,Robin Hobb,2005
9780316601960,The Pilot's Wife,Anita Shreve,1998
9780312353770,The Red Tent,Anita Diamant,1997
9780439717010,A Dog's Life: Autobiography of a Stray,Ann M. Martin,2005
9780140013080,The Chrysalids,John Wyndham,1955
9780552152940,Moving Pictures,Terry Pratchett,1990
9780312361270,The Gatecrasher,Madeleine Wickham,1998
9780590452040,Maniac Magee,Jerry Spinelli,1990
9780345435750,Morgawr ,Terry Brooks,2002
9780778325640,Storm Glass,Maria V. Snyder,2009
9780441104020,Children of Dune,Frank Herbert,1976
9780743442850,Addicted,Zane,1998
9780515142860,Midnight Bayou,Nora Roberts,2001
9780446401050,Passion Unleashed,Larissa Ione,2009
9780061784800,The Eye of God: A Sigma Force Novel,James Rollins,2013
9780545052400,11 Birthdays,Wendy Mass,2009
9780060827690,Sunset,Erin Hunter,2006
9780307277890,Darkly Dreaming Dexter,Jeff Lindsay,2004
9780719569520,An Incomplete Revenge,Jacqueline Winspear,2008
9780486277900,Self-Reliance and Other Essays,Ralph Waldo Emerson,1844
9788466302940,Pandora,Anne Rice,1998
9780778319340,The Curious Charms of Arthur Pepper,Phaedra Patrick,2016
9780380776160,Lord of Scoundrels,Loretta Chase,1995
9780425181120,Strangers,Dean Koontz,1986
9781409114000,A Week in Winter,Maeve Binchy,2012
9780571199980,Proof: A Play,David Auburn,2000
9780440421240,The Prophet of Yonwood,Jeanne DuPrau,2006
9780061742670,Ungifted,Gordon Korman,2012
9781846164260,The Fire Eternal,Chris d'Lacey,2007
9780399162090,We Are All Completely Beside Ourselves,Karen Joy Fowler,2013
9780002314570,Lord Edgware Dies,Agatha Christie,1933
9780307960380,Frosty the Snowman (Little Golden Book),Diane Muldrow,1992
9780316217620,Cibola Burn,James S.A. Corey,2014
9780142000660,East of Eden  ,John Steinbeck,1952
9780345413990,The Door into Summer,Robert A. Heinlein,1957
9780007148980,The Indian in the Cupboard,Lynne Reid Banks,1980
9780743281640,The Watchman,Robert Crais,2007
9780140156040,Libra ,Don DeLillo,1988
9780751514630,Different Seasons,Stephen King,1982
9780743294260,Certain Girls,Jennifer Weiner,2000
9780553805090,The Snowball: Warren Buffett and the Business of Life,Alice Schroeder,2008
9780553813950,Nights in Rodanthe,Nicholas Sparks,2002
9780312347290,The World Without Us,Alan Weisman,2007
9780755358790,Instructions for a Heatwave,Maggie O'Farrell,2013
9780380794870,What Looks Like Crazy on an Ordinary Day,Pearl Cleage,1997
9780446528050,Dear John,Nicholas Sparks,2006
9780670038600,In the Woods,Tana French,2007
9780316069360,The Fifth Witness,Michael Connelly,2011
9780812520480,Eon,Greg Bear,1984
9780060737560,Suicide Notes,Michael Thomas Ford,2008
9780983212550,Playing for Keeps,R.L. Mathewson,2011
9780061869710,The Lying Game,Sara Shepard,2010
9780156949610,The Waves,Virginia Woolf,1931
9780553213190,Rainbow Valley,L.M. Montgomery,1917
9781439136830,Lothaire,Kresley Cole,2012
9780375700810,The Executioner's Song,Norman Mailer,1979
9780743484350,A Cry in the Night,Mary Higgins Clark,1982
9780764224740,The Shunning,Beverly  Lewis,1997
9780375760370,Hawaii,James A. Michener,1959
9780778314190,Scent of Magic,Maria V. Snyder,2012
9780743296430,House Rules,Jodi Picoult,2010
9780380773530,Dreaming of You ,Lisa Kleypas,1994
9780446604840,Total Control,David Baldacci,1996
9780679724540,The Gnostic Gospels,Elaine Pagels,1979
9780525951060,Long Lost,Harlan Coben,2009
9780060786530,A Suitable Boy,Vikram Seth,1993
9780060958020,Five Quarters of the Orange,Joanne Harris,2001
9781416516730,All Around the Town,Mary Higgins Clark,1992
9780061974620,The Fall of Five,Pittacus Lore,2013
9780399157870,V is for Vengeance,Sue Grafton,2011
9780517053610,The Complete Works,William Shakespeare,1623
9781573227890,Tipping the Velvet,Sarah Waters,1998
9781405204670,Le Roi Babar,Jean de Brunhoff,1933
9780606300540,A Charlie Brown Christmas ,Charles M. Schulz,1965
9781937044960,The Marriage Bargain,Jennifer Probst,2012
9780486452430,Jude the Obscure,Thomas Hardy,1895
9780451219430,The Omen,David Seltzer,1976
9780316018950,The Overlook,Michael Connelly,2007
9780571242440,The Private Patient,P.D. James,2008
9780060764890,"The Lion, the Witch and the Wardrobe",C.S. Lewis,1950
9780007191480,... Then He Ate My Boy Entracers,Louise Rennison,2005
9780743477110,The Tragedy of Macbeth,William Shakespeare,1606
9780064472810,Princess in Love,Meg Cabot,2001
9780803739090,What I Thought Was True,Huntley Fitzpatrick,2014
9780553278000,The Icarus Agenda,Robert Ludlum,1988
9780895941220,Zami: A New Spelling of My Name,Audre Lorde,1982
9780345524590,Moon Over Soho,Ben Aaronovitch,2011
9781250067840,Orphan X,Gregg Hurwitz,2016
9780440114340,Close Encounters of the Third Kind,Steven Spielberg,1977
9780062285640,Four: The Transfer,Veronica Roth,2013
9781599908440,Something Like Normal,Trish Doller,2012
9780688163660,The Lives of Christopher Chant,Diana Wynne Jones,1988
9780441015280,Captain's Fury,Jim Butcher,2007
9780316225950,The Wrong Side of Goodbye,Michael Connelly,2016
9780060788700,The Outlaw Demon Wails ,Kim Harrison,2008
9780380803250,Talon of the Silver Hawk,Raymond E. Feist,2002
9780061583250,The Happiness Project,Gretchen Rubin,2009
9780385339160,Bloodfever,Karen Marie Moning,2007
9780689872370,Everlost,Neal Shusterman,2006
9781933718550,Ashfall,Mike Mullin,2011
9780743244590,Chronicles: Volume One,Bob Dylan,2004
9781250034600,That Night,Chevy Stevens,2014
9781841150500,The Patron Saint of Liars,Ann Patchett,1992
9781423111440,"Deadly Little Secret (Touch, #1)",Laurie Faria Stolarz,2008
9780393312800,The Acid House,Irvine Welsh,1994
9780345807950,Mad About the Boy,Helen Fielding,2013
9781402271520,Double Time,Olivia Cunning,2012
9781423146740,The Blood of Olympus,Rick Riordan,2014
9780385341320,My Best Friend's Girl,Dorothy Koomson,2006
9781101875000,The Cartel,Don Winslow,2015
9780307959880,Benediction,Kent Haruf,2013
9780743258070,Benjamin Franklin: An American Life,Walter Isaacson,2003
9780446676430,When the Wind Blows,James Patterson,1998
9780749934130,Vengeance in Death,J.D. Robb,1997
9780375705200,Amy & Isabelle,Elizabeth Strout,1998
9780316041450,Hate List,Jennifer Brown,2009
9780385339100,The Partner,John Grisham,1997
9780671729460,My Sweet Audrina,V.C. Andrews,1982
9780307263940,Digging to America,Anne Tyler,2006
9780553588260,Velocity,Dean Koontz,2005
9780571215160,Vernon God Little,D.B.C. Pierre,2003
9780440225450,The Final Detail,Harlan Coben,1999
9780140501830,The Snowy Day,Ezra Jack Keats,1962
9780316002900,Max ,James Patterson,2009
9780345338550,Follow the River,James Alexander Thom,1981
9780061240850,Anybody Out There?,Marian Keyes,2006
9780340682390,What I Loved,Siri Hustvedt,2002
9780439488400,Stargirl,Jerry Spinelli,2000
9781937007880,Dead Ever After,Charlaine Harris,2013
9780553100360,Star Wars: Vision of the Future,Timothy Zahn,1998
9780385491020,Cat's Eye,Margaret Atwood,1988
9780061778940,Vampire Kisses: The Beginning (Vampire Kisses Omnibus),Ellen Schreiber,2008
9781419702240,Cabin Fever,Jeff Kinney,2010
9780060534040,Kisscut,Karin Slaughter,2002
9780143104250,Jaya: An Illustrated Retelling of the Mahabharata,Devdutt Pattanaik,2010
9780061140980,The Fury and Dark Reunion,L.J. Smith,2007
9780230015910, Evil at Heart,Chelsea Cain,2009
9780099549340,Warm Bodies,Isaac Marion,2010
9780099366710,L.A. Confidential,James Ellroy,1990
9780310219230,The Jesus I Never Knew,Philip Yancey,1995
9781607060760,The Walking Dead Compendium Volume 1,Robert Kirkman,2009
9780192123090,The Memoirs of Sherlock Holmes,Arthur Conan Doyle,1894
9781476717720,The Troop,Nick Cutter,2014
9780142001430,Year of Wonders: A Novel of the Plague,Geraldine Brooks,2001
9780140249440,Rabbit Is Rich,John Updike,1981
9780394800030,The Cat in the Hat Comes Back,Dr. Seuss,1958
9780765328660,Anna Dressed in Blood,Kendare Blake,2011
9781442413180,The Eternal Dawn,Christopher Pike,2010
9780061242430,Darke,"Angie Sage, Mark Zug",2011
9780143034350,The Well of Lost Plots,Jasper Fforde,2003
9781451658020,Such a Rush,Jennifer Echols,2012
9780553381340,The Bonfire of the Vanities,Tom Wolfe,1987
9780671870120,Saving Grace,Julie Garwood,1993
9781557091530,The Constitution of the United States of America,Founding Fathers,1787
9780557364630,My Blood Approves,Amanda Hocking,2010
9780345419580,"Nerilka's Story (Pern: Dragonriders of Pern, #5)",Anne McCaffrey,1986
9780425280100,Stars of Fortune,Nora Roberts,2015
9780310245730,Where Is God When It Hurts?,Philip Yancey,1977
9780062227320,The Ghost Bride,Yangsze Choo,2013
9780670035380,Make Way for Ducklings,Robert McCloskey,1941
9780141004920,The Teeth of the Tiger,Tom Clancy,2003
9780006280900,The Four Loves,C.S. Lewis,1960
9781594486400,The Yonahlossee Riding Camp for Girls,Anton DiSclafani,2013
9780765312820,"A War of Gifts (The Ender Quintet, #1.5)",Orson Scott Card,2007
9780515121840,Sea Swept,Nora Roberts,1998
9780743296410,Handle with Care,Jodi Picoult,2009
9781579126250,The ABC Murders,Agatha Christie,1936
9780842313070,"An Echo in the Darkness (Mark of the Lion, #2)",Francine Rivers,1994
9780399173590,The Princess Diarist,Carrie Fisher,2016
9780553564920,Star Wars: The Last Command,Timothy Zahn,1993
9780525423350,A Tale Dark and Grimm,Adam Gidwitz,2010
9781416524790,Angels & Demons ,Dan Brown,2000
9780062309660,Elizabeth Is Missing,Emma Healey,2014
9780142400760,Things Not Seen,Andrew Clements,2002
9780670034730,Breaking the Spell: Religion as a Natural Phenomenon,Daniel C. Dennett,2006
9781936365530,How Music Works,David Byrne,2012
9780786913890,The Silent Blade (Paths of Darkness #1),R.A. Salvatore,1998
9789719234200,ABNKKBSNPLAKo?! (Mga Kwentong Chalk ni Bob Ong),Bob Ong,2001
9781594489990,The Wordy Shipmates,Sarah Vowell,2008
9780679457140,The Cobra Event,Richard   Preston,1997
9780451210850,The Drawing of the Three,Stephen King,1987
9780425193790,Tales of a Fourth Grade Nothing,Judy Blume,1972
9781250069800,Truly Madly Guilty,Liane Moriarty,2016
9780805095160,Being Mortal: Medicine and What Matters in the End,Atul Gawande,2014
9780515114690,Born in Fire ,Nora Roberts,1994
9780446610220,The Big Bad Wolf  ,James Patterson,2003
9780060959520,Elizabeth: The Struggle for the Throne,David Starkey,2000
9780679783270,Pride and Prejudice,Jane Austen,1813
9780749935870,Seize the Night,Sherrilyn Kenyon,2004
9780743411970,Inversions,Iain M. Banks,1998
9780553589400,Midnight Awakening ,Lara Adrian,2007
9780385534820,The Light in the Ruins,Chris Bohjalian,2013
9780061284400,Evernight,Claudia Gray,2008
9780765316550,Dust of Dreams,Steven Erikson,2009
9780834800790,"Zen Mind, Beginner's Mind",Shunryu Suzuki,1970
9781857988220,The Demolished Man,Alfred Bester,1953
9780756403010,Dragon Prince,Melanie Rawn,1985
9780743454540,My Sister's Keeper,Jodi Picoult,2004
9780316020720,Rescue,Anita Shreve,2010
9780060858800,Wasted: A Memoir of Anorexia and Bulimia ,Marya Hornbacher,1997
9780140178140,Leviathan,Paul Auster,1992
9781414310600,The Healer,Dee Henderson,2002
9780156007470,Slammerkin,Emma Donoghue,2000
9781416984480,The Monstrumologist,Rick Yancey,2009
9780345483900,"High Druid of Shannara, vol. 1: Jarka Ruus",Terry Brooks,2003
9780671702500,The Gift,Julie Garwood,1991
9780804178750,Personal,Lee Child,2014
9781416968240,The Summer I Turned Pretty,Jenny Han,2009
9780316087380,Eclipse: The Official Illustrated Movie Companion,Mark Cotta Vaz,2010
9780380821210,Eric,Terry Pratchett,1990
9781423176370,All Our Yesterdays,Cristin Terrill,2013
9780439339090,Stone Soup,Jon J. Muth,2003
9780061160880,This Body of Death,Elizabeth  George,2010
9780439598380,A Bad Case of Stripes,David Shannon,1998
9780060724500,Ready or Not,Meg Cabot,2005
9780224085620,Her Fearful Symmetry,Audrey Niffenegger,2009
9780446696130,The Rescue,Nicholas Sparks,2000
9781407247430,The Three Stigmata of Palmer Eldritch,Philip K. Dick,1965
9780525950130,The Woods,Harlan Coben,2007
9780857662930,Nexus,Ramez Naam,2012
9780007151660,The Man in the Brown Suit,Agatha Christie,1924
9780307594040,The End of Your Life Bookclub,Will Schwalbe,2012
9780449016190,The End of Eternity,Isaac Asimov,1955
9780006480100,Royal Assassin,Robin Hobb,1996
9780896214410,The Shawshank Redemption,Stephen King,1982
9780553381640,The Mammoth Hunters,Jean M. Auel,1985
9780440439880,Island of the Blue Dolphins,Scott O'Dell,1960
9781405092720,Revelation,C.J. Sansom,2008
9780767905180,Jemima J,Jane Green,2001
9780061374230,The Story of Edgar Sawtelle,David Wroblewski,2008
9781250014470,Fourth Grave Beneath My Feet,Darynda Jones,2012
9781468139330,Wait for Me,Elisabeth Naughton,2011
9780553279380,I Know Why the Caged Bird Sings,Maya Angelou,1969
9780525453670,The Happy Prince and The House of Pomegranates,Oscar Wilde,1888
9780340863690,Tortured for Christ,Richard Wurmbrand,1940
9780689845370,The Tombs of Atuan,Ursula K. Le Guin,1970
9781596060200,Agent to the stars,John Scalzi,2004
9780439829110,"Tomorrow, When the War Began",John Marsden,1993
9780446608820,Pop Goes the Weasel,James Patterson,1999
9780060567120,Indelible,Karin Slaughter,2004
9780440246110,Deeper than Midnight,Lara Adrian,2011
9781455502750,Mortality,Christopher Hitchens,2012
9780441018640,Dead in the Family,Charlaine Harris,2010
9781400066340,The Descendants,Kaui Hart Hemmings,2007
9781400066410,Super Sad True Love Story,Gary Shteyngart,2010
9780553587080,Haunted,Kelley Armstrong,2005
9780425189030,Portrait in Death,J.D. Robb,2003
9780425224200,Just the Sexiest Man Alive,Julie James,2008
9780307716540,Afterwards,Rosamund Lupton,2011
9780312349490,Twelve Sharp,Janet Evanovich,2006
9780679889110,The Lorax,Dr. Seuss,1971
9780553803710,"I, Robot",Isaac Asimov,1950
9780575079790,The Blade Itself,Joe Abercrombie,2006
9780802138260,Four Blondes,Candace Bushnell,2000
9781594204210,Cooked: A Natural History of Transformation ,Michael Pollan,2013
9780751552610,The Redemption of Callie & Kayden,Jessica Sorensen,2013
9781406310280,Monsters of Men,Patrick Ness,2010
9780399167840,The Young Elites,Marie Lu,2014
9780316057550,Winter's Bone,Daniel Woodrell,2006
9781416595200,Kill Shot,Vince Flynn,2012
9780446195520,True Blue,David Baldacci,2009
9780395957750,The Robe,Lloyd C. Douglas,1942
9780312934330,Unleash the Night,Sherrilyn Kenyon,2005
9780062225440,Reconstructing Amelia,Kimberly McCreight,2013
9780399256750,Legend,Marie Lu,2011
9780694012980,Frog and Toad Together,Arnold Lobel,1971
9780440238610,His Dark Materials,Philip Pullman,2000
9780142407390,Ark Angel,Anthony Horowitz,2005
9780515089940,Tramp for the Lord,Corrie ten Boom,1974
9780061031330,Thief of Time,Terry Pratchett,2001
9780446578840,I Like You: Hospitality Under the Influence,Amy Sedaris,2006
9780553374120,Black Holes and Baby Universes and Other Essays,Stephen Hawking,1993
9780752858650,The Scarlatti Inheritance,Robert Ludlum,1971
9780842335720,Leota's Garden,Francine Rivers,1999
9780142400300,The Bellmaker,Brian Jacques,1994
9780749941990,Just Like Heaven,Julia Quinn,2011
9780380718340,Cruel & Unusual,Patricia Cornwell,1993
9780439895970,Beauty Queens,Libba Bray,2011
9780316225880,The Crossing,Michael Connelly,2015
9780449911600,Saint Maybe,Anne Tyler,1991
9780316037880,The Magician's Apprentice,Trudi Canavan,2009
9780142001810,The Eyre Affair,Jasper Fforde,2001
9780525951650,Fall of Giants,Ken Follett,2010
9780140042600,On the Road,Jack Kerouac,1955
9780842345520,More Than a Carpenter,Josh McDowell,1977
9780812994520,Just Mercy: A Story of Justice and Redemption,Bryan Stevenson,2014
9780786836540,The Golem's Eye,Jonathan Stroud,2004
9780312265050,The Naked and the Dead,Norman Mailer,1948
9780670064180,The Orenda,Joseph Boyden,2013
9780007288380,I Heart New York,Lindsey Kelk,2009
9780553213140,Anne of Avonlea,L.M. Montgomery,1909
9780517548230,Economics in One Lesson,Henry Hazlitt,1946
9780312358340,The Leftovers,Tom Perrotta,2011
9780340818670,Hearts in Atlantis,Stephen King,1999
9781455520660,The Longest Ride,Nicholas Sparks,2012
9780785281120,Developing the Leader Within You,John C. Maxwell,1993
9781400033450,Tar Baby,Toni Morrison,1981
9780440240940,The Gates of Rome,Conn Iggulden,2002
9780345379060,Legend ,David Gemmell,1984
9780515144600,The Hollow,Nora Roberts,2008
9780446573000,The Innocent,David Baldacci,2012
9780451456720,Daughter of the Blood,Anne Bishop,1998
9780515126080,The Reef,Nora Roberts,1998
